PERSON_TYPE,PERSON_AGE,PERSON_INJURY,EJECTION,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PERSON_SEX
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Internal,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Unknown,,,Complaint of Pain,M
Occupant,21-50,Killed,Not Ejected,Head,Driver,Unknown,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Whiplash,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Lap Belt,,,None Visible,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,M
Occupant,51-70,Killed,Ejected,Head,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",None,,,Severe Bleeding,M
Bicyclist,21-50,Injured,Not Ejected,Entire Body,Driver,Unknown,,,None Visible,F
Occupant,0-20,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,,,,,,,
Bicyclist,51-70,Injured,Not Ejected,Knee-Lower Leg Foot,Riding/Hanging on Outside,None,,,Abrasion,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,51-70,Killed,Not Ejected,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,F
Occupant,51-70,Killed,Not Ejected,Unknown,Driver,Unknown,,,Unknown,M
Occupant,71-100,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Back,Driver,Unknown,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Bicyclist,51-70,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Occupant,71-100,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Riding/Hanging on Outside,None,,,Internal,M
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,51-70,Injured,,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,M
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,21-50,Injured,Not Ejected,Back,Right rear passenger or motorcycle sidecar passenger,Other,,,Complaint of Pain,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,71-100,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Bicyclist,51-70,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Head,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Face,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Contusion - Bruise,F
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Working in Roadway,Internal,M
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Bicyclist,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Chest,Right rear passenger or motorcycle sidecar passenger,None,,,Whiplash,M
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Severe Bleeding,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Working in Roadway,Internal,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Bicyclist,21-50,Killed,Not Ejected,Head,Driver,None,,,Internal,M
Occupant,51-70,Injured,Not Ejected,Head,Driver,Unknown,,,Minor Bleeding,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Whiplash,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Whiplash,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Middle rear seat, or passenger lying across a seat",Unknown,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Internal,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Contusion - Bruise,M
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Unknown,M
Pedestrian,51-70,Killed,,Abdomen - Pelvis,,,Unknown,Unknown,Crush Injuries,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,F
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Severe Lacerations,M
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,F
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,M
Pedestrian,21-50,Killed,,Entire Body,,,Unknown,Unknown,Unknown,F
Occupant,21-50,Injured,Not Ejected,Unknown,Driver,Unknown,,,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Unknown,Driver,Unknown,,,Unknown,M
Occupant,71-100,Killed,,,,,,,,
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",None,,,Internal,M
Occupant,71-100,Killed,Not Ejected,Unknown,Driver,Lap Belt & Harness,,,Internal,F
Bicyclist,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,None,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Working in Roadway,Complaint of Pain,M
Occupant,0-20,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Crush Injuries,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,Unknown,None,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Contusion - Bruise,M
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Head,Unknown,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Crush Injuries,F
Occupant,21-50,Injured,,,,,,,,
Bicyclist,51-70,Injured,Not Ejected,Neck,Driver,None,,,Complaint of Pain,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Unknown,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Unknown,M
Bicyclist,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Unknown,M
Bicyclist,51-70,Killed,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,"Middle rear seat, or passenger lying across a seat",None,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Unknown,,,None Visible,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Killed,Ejected,Head,Right rear passenger or motorcycle sidecar passenger,None,,,Internal,M
Occupant,21-50,Killed,Not Ejected,Head,Driver,Unknown,,,Internal,M
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Crush Injuries,F
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Whiplash,M
Occupant,,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Whiplash,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Contusion - Bruise,F
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,51-70,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway Against Traffic,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Injured,,Hip-Upper Leg,,,Unknown,Unknown,Complaint of Pain or Nausea,F
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,Not Ejected,Head,Unknown,Unknown,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,51-70,Injured,Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Minor Bleeding,F
Pedestrian,71-100,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Contusion - Bruise,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Internal,M
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,M
Pedestrian,21-50,Injured,,Face,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Working in Roadway,Minor Bleeding,F
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Head,Driver,Unknown,,,None Visible,F
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Bicyclist,71-100,Killed,Ejected,Unknown,Driver,Unknown,,,Unknown,M
Occupant,21-50,Injured,Not Ejected,Eye,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Minor Bleeding,F
Pedestrian,21-50,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,M
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Unknown,Driver,Unknown,,,Unknown,F
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Internal,M
Pedestrian,21-50,Killed,,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Crush Injuries,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,F
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Contusion - Bruise,F
Occupant,0-20,Injured,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Complaint of Pain,F
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,21-50,Injured,Not Ejected,Entire Body,Unknown,Unknown,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,M
Occupant,71-100,Killed,Trapped,Head,Driver,None,,,Severe Bleeding,F
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Fracture - Distorted - Dislocation,M
Occupant,51-70,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,None Visible,M
Pedestrian,71-100,Killed,,,,,,,,
